simulation_year,scenario_label,ntp_seconds_counter,unix_signed_counter,unix_64bit_counter,ntp_era,interpreted_ntp_year,interpreted_unix_year,interpreted_unix_year_64bit,overflow_event_flag,ntp_overflow_occurred,unix_overflow_occurred,time_error_ntp_seconds,time_error_unix_seconds,legacy_device_fraction_affected,patch_rate_per_year,initial_legacy_fraction,true_seconds_since_ntp_epoch,true_seconds_since_unix_epoch
2024.903491,no_patch_legacy_only,3941654399.999993,1732622399.0,1732622399.0,0.0,2024.9034907597534,2024.9034907280654,2024.9034907280654,0,0,0,0.0,0.0,1.0,0.0,1.0,3941654399.999993,1732622399.9999928
2024.985626,no_patch_legacy_only,3944246399.9999924,1735214399.0,1735214399.0,0.0,2024.9856262833673,2024.9856262516794,2024.9856262516794,0,0,0,0.0,0.0,1.0,0.0,1.0,3944246399.9999924,1735214399.9999921
2025.067762,no_patch_legacy_only,3946838399.9999914,1737806399.0,1737806399.0,0.0,2025.0677618069813,2025.0677617752935,2025.0677617752935,0,0,0,0.0,0.0,1.0,0.0,1.0,3946838399.9999914,1737806399.9999917
2025.149897,no_patch_legacy_only,3949430399.999991,1740398399.0,1740398399.0,0.0,2025.1498973305952,2025.1498972989075,2025.1498972989075,0,0,0,0.0,0.0,1.0,0.0,1.0,3949430399.999991,1740398399.999991
2025.232033,no_patch_legacy_only,3952022399.9999905,1742990399.0,1742990399.0,0.0,2025.2320328542091,2025.2320328225214,2025.2320328225214,0,0,0,0.0,0.0,1.0,0.0,1.0,3952022399.9999905,1742990399.9999902
2025.314168,no_patch_legacy_only,3954614399.9999895,1745582399.0,1745582399.0,0.0,2025.314168377823,2025.3141683461354,2025.3141683461354,0,0,0,0.0,0.0,1.0,0.0,1.0,3954614399.9999895,1745582399.9999895
2025.396304,no_patch_legacy_only,3957206399.999989,1748174399.0,1748174399.0,0.0,2025.396303901437,2025.3963038697493,2025.3963038697493,0,0,0,0.0,0.0,1.0,0.0,1.0,3957206399.999989,1748174399.999989
2025.478439,no_patch_legacy_only,3959798399.9999886,1750766399.0,1750766399.0,0.0,2025.478439425051,2025.4784393933633,2025.4784393933633,0,0,0,0.0,0.0,1.0,0.0,1.0,3959798399.9999886,1750766399.9999883
2025.560575,no_patch_legacy_only,3962390399.9999876,1753358399.0,1753358399.0,0.0,2025.560574948665,2025.5605749169772,2025.5605749169772,0,0,0,0.0,0.0,1.0,0.0,1.0,3962390399.9999876,1753358399.9999876
2025.64271,no_patch_legacy_only,3964982399.999987,1755950399.0,1755950399.0,0.0,2025.6427104722788,2025.6427104405911,2025.6427104405911,0,0,0,0.0,0.0,1.0,0.0,1.0,3964982399.999987,1755950399.9999871
2025.724846,no_patch_legacy_only,3967574399.999986,1758542399.0,1758542399.0,0.0,2025.7248459958928,2025.724845964205,2025.724845964205,0,0,0,0.0,0.0,1.0,0.0,1.0,3967574399.999986,1758542399.9999864
2025.806982,no_patch_legacy_only,3970166399.9999857,1761134399.0,1761134399.0,0.0,2025.8069815195067,2025.806981487819,2025.806981487819,0,0,0,0.0,0.0,1.0,0.0,1.0,3970166399.9999857,1761134399.9999857
2025.889117,no_patch_legacy_only,3972758399.999985,1763726399.0,1763726399.0,0.0,2025.8891170431207,2025.889117011433,2025.889117011433,0,0,0,0.0,0.0,1.0,0.0,1.0,3972758399.999985,1763726399.999985
2025.971253,no_patch_legacy_only,3975350399.9999843,1766318399.0,1766318399.0,0.0,2025.9712525667346,2025.971252535047,2025.971252535047,0,0,0,0.0,0.0,1.0,0.0,1.0,3975350399.9999843,1766318399.9999845
2026.053388,no_patch_legacy_only,3977942399.999984,1768910399.0,1768910399.0,0.0,2026.0533880903486,2026.053388058661,2026.053388058661,0,0,0,0.0,0.0,1.0,0.0,1.0,3977942399.999984,1768910399.9999838
2026.135524,no_patch_legacy_only,3980534399.9999833,1771502399.0,1771502399.0,0.0,2026.1355236139625,2026.135523582275,2026.135523582275,0,0,0,0.0,0.0,1.0,0.0,1.0,3980534399.9999833,1771502399.999983
2026.217659,no_patch_legacy_only,3983126399.9999824,1774094399.0,1774094399.0,0.0,2026.2176591375764,2026.217659105889,2026.217659105889,0,0,0,0.0,0.0,1.0,0.0,1.0,3983126399.9999824,1774094399.9999826
2026.299795,no_patch_legacy_only,3985718399.999982,1776686399.0,1776686399.0,0.0,2026.2997946611904,2026.299794629503,2026.299794629503,0,0,0,0.0,0.0,1.0,0.0,1.0,3985718399.999982,1776686399.9999819
2026.38193,no_patch_legacy_only,3988310399.9999814,1779278399.0,1779278399.0,0.0,2026.3819301848043,2026.3819301531169,2026.3819301531169,0,0,0,0.0,0.0,1.0,0.0,1.0,3988310399.9999814,1779278399.9999812
2026.464066,no_patch_legacy_only,3990902399.9999804,1781870399.0,1781870399.0,0.0,2026.4640657084183,2026.4640656767308,2026.4640656767308,0,0,0,0.0,0.0,1.0,0.0,1.0,3990902399.9999804,1781870399.9999804
2026.546201,no_patch_legacy_only,3993494399.99998,1784462399.0,1784462399.0,0.0,2026.5462012320322,2026.5462012003447,2026.5462012003447,0,0,0,0.0,0.0,1.0,0.0,1.0,3993494399.99998,1784462399.99998
2026.628337,no_patch_legacy_only,3996086399.999979,1787054399.0,1787054399.0,0.0,2026.6283367556462,2026.6283367239587,2026.6283367239587,0,0,0,0.0,0.0,1.0,0.0,1.0,3996086399.999979,1787054399.9999793
2026.710472,no_patch_legacy_only,3998678399.9999785,1789646399.0,1789646399.0,0.0,2026.71047227926,2026.7104722475726,2026.7104722475726,0,0,0,0.0,0.0,1.0,0.0,1.0,3998678399.9999785,1789646399.9999785
2026.792608,no_patch_legacy_only,4001270399.999978,1792238399.0,1792238399.0,0.0,2026.792607802874,2026.7926077711866,2026.7926077711866,0,0,0,0.0,0.0,1.0,0.0,1.0,4001270399.999978,1792238399.999978
2026.874743,no_patch_legacy_only,4003862399.999977,1794830399.0,1794830399.0,0.0,2026.874743326488,2026.8747432948005,2026.8747432948005,0,0,0,0.0,0.0,1.0,0.0,1.0,4003862399.999977,1794830399.9999774
2026.956879,no_patch_legacy_only,4006454399.9999766,1797422399.0,1797422399.0,0.0,2026.956878850102,2026.9568788184147,2026.9568788184147,0,0,0,0.0,0.0,1.0,0.0,1.0,4006454399.9999766,1797422399.9999766
2027.039014,no_patch_legacy_only,4009046399.999976,1800014399.0,1800014399.0,0.0,2027.0390143737159,2027.0390143420286,2027.0390143420286,0,0,0,0.0,0.0,1.0,0.0,1.0,4009046399.999976,1800014399.999976
2027.12115,no_patch_legacy_only,4011638399.999975,1802606399.0,1802606399.0,0.0,2027.1211498973298,2027.1211498656426,2027.1211498656426,0,0,0,0.0,0.0,1.0,0.0,1.0,4011638399.999975,1802606399.9999754
2027.203285,no_patch_legacy_only,4014230399.9999747,1805198399.0,1805198399.0,0.0,2027.2032854209438,2027.2032853892565,2027.2032853892565,0,0,0,0.0,0.0,1.0,0.0,1.0,4014230399.9999747,1805198399.9999747
2027.285421,no_patch_legacy_only,4016822399.9999743,1807790399.0,1807790399.0,0.0,2027.2854209445577,2027.2854209128704,2027.2854209128704,0,0,0,0.0,0.0,1.0,0.0,1.0,4016822399.9999743,1807790399.999974
2027.367556,no_patch_legacy_only,4019414399.9999733,1810382399.0,1810382399.0,0.0,2027.3675564681716,2027.3675564364844,2027.3675564364844,0,0,0,0.0,0.0,1.0,0.0,1.0,4019414399.9999733,1810382399.9999735
2027.449692,no_patch_legacy_only,4022006399.999973,1812974399.0,1812974399.0,0.0,2027.4496919917856,2027.4496919600983,2027.4496919600983,0,0,0,0.0,0.0,1.0,0.0,1.0,4022006399.999973,1812974399.9999728
2027.531828,no_patch_legacy_only,4024598399.9999723,1815566399.0,1815566399.0,0.0,2027.5318275153995,2027.5318274837123,2027.5318274837123,0,0,0,0.0,0.0,1.0,0.0,1.0,4024598399.9999723,1815566399.999972
2027.613963,no_patch_legacy_only,4027190399.9999714,1818158399.0,1818158399.0,0.0,2027.6139630390135,2027.6139630073262,2027.6139630073262,0,0,0,0.0,0.0,1.0,0.0,1.0,4027190399.9999714,1818158399.9999714
2027.696099,no_patch_legacy_only,4029782399.999971,1820750399.0,1820750399.0,0.0,2027.6960985626274,2027.6960985309402,2027.6960985309402,0,0,0,0.0,0.0,1.0,0.0,1.0,4029782399.999971,1820750399.999971
2027.778234,no_patch_legacy_only,4032374399.99997,1823342399.0,1823342399.0,0.0,2027.7782340862414,2027.778234054554,2027.778234054554,0,0,0,0.0,0.0,1.0,0.0,1.0,4032374399.99997,1823342399.9999702
2027.86037,no_patch_legacy_only,4034966399.9999695,1825934399.0,1825934399.0,0.0,2027.8603696098553,2027.8603695781683,2027.8603695781683,0,0,0,0.0,0.0,1.0,0.0,1.0,4034966399.9999695,1825934399.9999695
2027.942505,no_patch_legacy_only,4037558399.999969,1828526399.0,1828526399.0,0.0,2027.9425051334692,2027.9425051017822,2027.9425051017822,0,0,0,0.0,0.0,1.0,0.0,1.0,4037558399.999969,1828526399.9999688
2028.024641,no_patch_legacy_only,4040150399.999968,1831118399.0,1831118399.0,0.0,2028.0246406570832,2028.0246406253962,2028.0246406253962,0,0,0,0.0,0.0,1.0,0.0,1.0,4040150399.999968,1831118399.9999683
2028.106776,no_patch_legacy_only,4042742399.9999676,1833710399.0,1833710399.0,0.0,2028.1067761806971,2028.10677614901,2028.10677614901,0,0,0,0.0,0.0,1.0,0.0,1.0,4042742399.9999676,1833710399.9999676
2028.188912,no_patch_legacy_only,4045334399.999967,1836302399.0,1836302399.0,0.0,2028.188911704311,2028.188911672624,2028.188911672624,0,0,0,0.0,0.0,1.0,0.0,1.0,4045334399.999967,1836302399.9999669
2028.271047,no_patch_legacy_only,4047926399.999966,1838894399.0,1838894399.0,0.0,2028.271047227925,2028.271047196238,2028.271047196238,0,0,0,0.0,0.0,1.0,0.0,1.0,4047926399.999966,1838894399.9999664
2028.353183,no_patch_legacy_only,4050518399.9999657,1841486399.0,1841486399.0,0.0,2028.353182751539,2028.353182719852,2028.353182719852,0,0,0,0.0,0.0,1.0,0.0,1.0,4050518399.9999657,1841486399.9999657
2028.435318,no_patch_legacy_only,4053110399.999965,1844078399.0,1844078399.0,0.0,2028.435318275153,2028.4353182434659,2028.4353182434659,0,0,0,0.0,0.0,1.0,0.0,1.0,4053110399.999965,1844078399.999965
